model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time
Qwen2.5-1.5B,custom,custom,custom_21,Easy,What is the price of the product with ID 3?,SELECT price FROM products WHERE product_id = 3,SELECT price FROM products WHERE product_id = 3;,TRUE,TRUE,TRUE,TRUE,0.4555
Qwen2.5-1.5B,custom,custom,custom_22,Easy,What is the price of the product with ID 6?,SELECT price FROM products WHERE product_id = 6,"SELECT T1.price 
FROM products AS T1 
JOIN order_items AS T3 ON T1.product_id = T3.product_id 
WHERE T3.product_id = 6;",TRUE,TRUE,TRUE,FALSE,1.3823
Qwen2.5-1.5B,custom,custom,custom_23,Easy,How many customers live in Tokyo?,SELECT count(*) FROM customers WHERE city = 'Tokyo',SELECT COUNT(DISTINCT T1.customer_id) AS num_customers FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T1.city = 'Tokyo',TRUE,TRUE,TRUE,FALSE,1.7618
Qwen2.5-1.5B,custom,custom,custom_24,Easy,List all products in the Clothing category.,SELECT product_name FROM products WHERE category = 'Clothing',"SELECT DISTINCT p.product_name 
FROM products p 
JOIN order_items oi ON p.product_id = oi.product_id 
JOIN orders o ON oi.order_id = o.order_id 
JOIN customers c ON o.customer_id = c.customer_id 
WHERE p.category = 'Clothing'",TRUE,TRUE,TRUE,TRUE,2.7443
Qwen2.5-1.5B,custom,custom,custom_25,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,2.4297
Qwen2.5-1.5B,custom,custom,custom_26,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.3201
Qwen2.5-1.5B,custom,custom,custom_27,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.9596
Qwen2.5-1.5B,custom,custom,custom_28,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.986
Qwen2.5-1.5B,custom,custom,custom_29,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.3046
Qwen2.5-1.5B,custom,custom,custom_30,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.9538
Qwen2.5-1.5B,custom,custom,custom_31,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.6993
Qwen2.5-1.5B,custom,custom,custom_32,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.6881
Qwen2.5-1.5B,custom,custom,custom_33,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.9899
Qwen2.5-1.5B,custom,custom,custom_34,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,1.4849
Qwen2.5-1.5B,custom,custom,custom_35,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,1.4767
Qwen2.5-1.5B,custom,custom,custom_36,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.9463
Qwen2.5-1.5B,custom,custom,custom_37,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,1.4913
Qwen2.5-1.5B,custom,custom,custom_38,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,2.1563
Qwen2.5-1.5B,custom,custom,custom_39,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,2.051
Qwen2.5-1.5B,custom,custom,custom_40,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.948
Qwen2.5-1.5B,custom,custom,custom_41,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,1.5026
Qwen2.5-1.5B,custom,custom,custom_42,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.9697
Qwen2.5-1.5B,custom,custom,custom_43,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.3158
Qwen2.5-1.5B,custom,custom,custom_44,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,1.5093
Qwen2.5-1.5B,custom,custom,custom_45,Medium,Find the total number of orders placed by User1 Test1.,SELECT count(*) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'User1' AND T2.last_name = 'Test1',"SELECT COUNT(order_id) AS total_orders
FROM orders
WHERE customer_id = (SELECT customer_id FROM customers WHERE first_name = 'User' AND last_name = 'Test1')",TRUE,TRUE,TRUE,FALSE,1.4918
Qwen2.5-1.5B,custom,custom,custom_46,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.7697
Qwen2.5-1.5B,custom,custom,custom_47,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.6581
Qwen2.5-1.5B,custom,custom,custom_48,Medium,List the total revenue generated from each customer city.,"SELECT T2.city, sum(T1.total_amount) FROM orders T1 JOIN customers T2 ON T1.customer_id = T2.customer_id GROUP BY T2.city","SELECT 
    c.city, 
    SUM(o.total_amount) AS total_revenue
FROM 
    customers c
JOIN 
    orders o ON c.customer_id = o.customer_id
GROUP BY 
    c.city;",TRUE,TRUE,TRUE,TRUE,1.9855
Qwen2.5-1.5B,custom,custom,custom_49,Medium,What is the average price of products in each category?,"SELECT category, avg(price) FROM products GROUP BY category","SELECT 
    p.category,
    AVG(p.price) AS average_price
FROM 
    products p
GROUP BY 
    p.category;",TRUE,TRUE,TRUE,TRUE,1.3149
Qwen2.5-1.5B,custom,custom,custom_50,Hard,Find the first name of customers who bought 'Product 1' but live in 'Paris'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'Paris',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.5357
Qwen2.5-1.5B,custom,custom,custom_51,Hard,Which customers have bought 'Product 5'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 5;",TRUE,TRUE,TRUE,TRUE,2.9146
Qwen2.5-1.5B,custom,custom,custom_52,Hard,Which customers have bought 'Product 1'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 'Product 1';",TRUE,FALSE,TRUE,FALSE,2.8762
Qwen2.5-1.5B,custom,custom,custom_53,Hard,Which customers have bought 'Product 5'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 5;",TRUE,TRUE,TRUE,TRUE,2.423
Qwen2.5-1.5B,custom,custom,custom_54,Hard,List the total quantity of 'Product 5' ordered by customers in 'Tokyo'.,SELECT sum(T3.quantity) FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5' AND T1.city = 'Tokyo',"SELECT 
    SUM(order_items.quantity) AS total_quantity
FROM 
    orders o
JOIN 
    order_items oi ON o.order_id = oi.order_id
JOIN 
    products p ON oi.product_id = p.product_id
WHERE 
    p.product_id = 5 AND o.city = '",TRUE,FALSE,FALSE,FALSE,2.5032
Qwen2.5-1.5B,custom,custom,custom_55,Hard,Find the first name of customers who bought 'Product 5' but live in 'New York'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5' AND T1.city = 'New York',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_id = 5 AND c.city =",TRUE,FALSE,FALSE,FALSE,3.0635
Qwen2.5-1.5B,custom,custom,custom_56,Hard,List the total quantity of 'Product 5' ordered by customers in 'Paris'.,SELECT sum(T3.quantity) FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5' AND T1.city = 'Paris',"SELECT 
    SUM(order_items.quantity) AS total_quantity_ordered
FROM 
    orders o
JOIN 
    order_items oi ON o.order_id = oi.order_id
JOIN 
    products p ON oi.product_id = p.product_id
WHERE 
    p.product_id = 5 AND o.city =",TRUE,FALSE,FALSE,FALSE,2.4812
Qwen2.5-1.5B,custom,custom,custom_57,Hard,Which customers have bought 'Product 10'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 10'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 10;",TRUE,TRUE,TRUE,FALSE,2.4737
Qwen2.5-1.5B,custom,custom,custom_58,Hard,Find the first name of customers who bought 'Product 5' but live in 'London'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5' AND T1.city = 'London',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_id = 5 AND c.city =",TRUE,FALSE,FALSE,FALSE,3.1573
Qwen2.5-1.5B,custom,custom,custom_59,Hard,Find the first name of customers who bought 'Product 1' but live in 'London'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'London',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.4975
Qwen2.5-1.5B,custom,custom,custom_60,Hard,Find the first name of customers who bought 'Product 5' but live in 'Tokyo'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5' AND T1.city = 'Tokyo',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_id = 5 AND c.city =",TRUE,FALSE,FALSE,FALSE,2.4767
Qwen2.5-1.5B,custom,custom,custom_61,Hard,Which customers have bought 'Product 5'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 5;",TRUE,TRUE,TRUE,TRUE,2.459
Qwen2.5-1.5B,custom,custom,custom_62,Hard,Find the first name of customers who bought 'Product 10' but live in 'Paris'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 10' AND T1.city = 'Paris',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 10'",TRUE,TRUE,TRUE,FALSE,2.8418
Qwen2.5-1.5B,custom,custom,custom_63,Hard,Which customers have bought 'Product 5'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 5;",TRUE,TRUE,TRUE,TRUE,2.4663
Qwen2.5-1.5B,custom,custom,custom_64,Hard,List the total quantity of 'Product 10' ordered by customers in 'Paris'.,SELECT sum(T3.quantity) FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 10' AND T1.city = 'Paris',"SELECT 
    SUM(order_items.quantity) AS total_quantity_ordered
FROM 
    orders o
JOIN 
    order_items oi ON o.order_id = oi.order_id
JOIN 
    products p ON oi.product_id = p.product_id
WHERE 
    p.product_id = 'Product 10'",TRUE,FALSE,FALSE,FALSE,2.6342
Qwen2.5-1.5B,custom,custom,custom_65,Hard,Find the first name of customers who bought 'Product 1' but live in 'Tokyo'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'Tokyo',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.5232
Qwen2.5-1.5B,custom,custom,custom_66,Hard,Find the first name of customers who bought 'Product 1' but live in 'Paris'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'Paris',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.53
