model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time
TinyLlama,geography,geography,geography_19,Extra Hard,what is the biggest city in oregon,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""oregon"" ) AND CITYalias0.STATE_NAME = ""oregon"" ;","SELECT city_name, population, country_name, state_name
FROM city
WHERE state_name = 'Oregon';",True,True,True,False,3.5578
TinyLlama,geography,geography,geography_20,Extra Hard,what is the biggest city in georgia,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""georgia"" ) AND CITYalias0.STATE_NAME = ""georgia"" ;","SELECT city_name, population, country_name, state_name
FROM city
WHERE state_name = 'Georgia';",True,True,True,False,2.8251
TinyLlama,geography,geography,geography_21,Extra Hard,what is the largest city in wisconsin,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""wisconsin"" ) AND CITYalias0.STATE_NAME = ""wisconsin"" ;","SELECT city_name, population, country_name, state_name
FROM city
WHERE state_name = 'wisconsin';",True,True,True,False,2.8255
TinyLlama,geography,geography,geography_22,Extra Hard,what is the largest city of kansas,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""kansas"" ) AND CITYalias0.STATE_NAME = ""kansas"" ;","SELECT city_name, population, country_name, state_name
FROM city
WHERE state_name = 'Kansas';",True,True,True,False,2.7966
TinyLlama,geography,geography,geography_23,Extra Hard,what is the city in texas with the largest population,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""texas"" ) AND CITYalias0.STATE_NAME = ""texas"" ;","SELECT city_name, population, country_name, state_name
FROM city
WHERE population > (SELECT MAX(population)
                   FROM city
                   WHERE state_name = 'Texas')
ORDER BY population DESC;",True,True,True,False,3.5644
TinyLlama,geography,geography,geography_24,Extra Hard,what is the most populous city in wyoming,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""wyoming"" ) AND CITYalias0.STATE_NAME = ""wyoming"" ;","SELECT city_name, population, country_name
FROM city
WHERE state_name = 'wyoming'
ORDER BY population DESC
LIMIT 1;",True,True,True,False,2.8994
TinyLlama,geography,geography,geography_25,Extra Hard,which rivers run through the state with the largest city in the us,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 ) ) ;,"SELECT state_name,
       MAX(length) AS max_length,
       MAX(population) AS max_population,
       MAX(area) AS max_area,
       MAX(capital) AS max_capital,
       MAX(density) AS max_density
FROM (
  SELECT state_name,
         city_name,
         population,
         area,
         country_name,",True,False,False,False,2.8152
TinyLlama,geography,geography,geography_26,Easy,how big is texas,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'texas';",True,True,True,False,3.3082
TinyLlama,geography,geography,geography_27,Easy,what is the area of california,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""california"" ;","SELECT state_name, population, area
FROM state
WHERE state_name = 'california';",True,True,True,False,3.2257
TinyLlama,geography,geography,geography_28,Easy,how big is new mexico,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new mexico"" ;","SELECT SUM(population) AS population
FROM city
WHERE state_name = 'new mexico'

Output:
population
-------
1,099,000

Explanation:
- The `SELECT` statement selects all columns from the `city` table.
- The `WHERE` clause filters the results to only include rows where the `state_name` column matches the value 'new mexico'.
-",True,False,False,False,2.7707
TinyLlama,geography,geography,geography_29,Easy,how large is alaska,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""alaska"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'Alaska';",True,True,True,False,2.9756
TinyLlama,geography,geography,geography_30,Easy,how large is texas,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'texas';",True,True,True,False,3.4709
TinyLlama,geography,geography,geography_31,Easy,what is the area of florida,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""florida"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'florida';",True,True,True,False,2.8167
TinyLlama,geography,geography,geography_32,Easy,what is the area of ohio,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""ohio"" ;","SELECT state_name, population, area
FROM state
WHERE state_name = 'ohio';",True,True,True,False,2.7848
TinyLlama,geography,geography,geography_33,Easy,what is the area of the texas state,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;","SELECT state_name, area
FROM state
WHERE state_name = 'texas';",True,True,True,False,2.8653
TinyLlama,geography,geography,geography_34,Easy,what is the area of wisconsin,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""wisconsin"" ;","SELECT state_name, population, area
FROM state
WHERE state_name = 'wisconsin';",True,True,True,False,3.6633
TinyLlama,geography,geography,geography_35,Easy,what is the size of texas,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;","SELECT TOP 1 state_name, population, area, country_name, capital, density
FROM state
ORDER BY population DESC;",True,False,False,False,2.8121
TinyLlama,geography,geography,geography_36,Easy,what is the area of maryland in square kilometers,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""maryland"" ;",SELECT COUNT(*) AS lake_count FROM lake;,True,True,True,False,2.7954
TinyLlama,geography,geography,geography_37,Easy,what is the area of maine,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""maine"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'Maine';",True,True,True,False,3.3039
TinyLlama,geography,geography,geography_38,Easy,what is the size of florida,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""florida"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'florida';",True,True,True,False,3.1375
TinyLlama,geography,geography,geography_39,Easy,what is the area of south carolina,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""south carolina"" ;","SELECT state_name, area FROM state WHERE state_name = 'South Carolina';",True,True,True,False,2.0151
TinyLlama,geography,geography,geography_40,Easy,what is the size of california,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""california"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'california';",True,True,True,False,2.8438
TinyLlama,geography,geography,geography_41,Easy,how big is alaska,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""alaska"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'Alaska';",True,True,True,False,2.8037
TinyLlama,geography,geography,geography_42,Easy,what is the area of idaho,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""idaho"" ;","SELECT state_name, area
FROM state
WHERE state_name = 'idaho';",True,True,True,False,3.6386
TinyLlama,geography,geography,geography_43,Easy,what is the area of alaska,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""alaska"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'Alaska';",True,True,True,False,2.7995
TinyLlama,geography,geography,geography_44,Easy,what is the area of texas,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'texas';",True,True,True,False,2.8045
TinyLlama,geography,geography,geography_45,Easy,what is the area of washington,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""washington"" ;","SELECT state_name, population, area
FROM state
WHERE state_name = 'Washington';",True,True,True,False,2.7802
TinyLlama,geography,geography,geography_46,Easy,how big is north dakota,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""north dakota"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'North Dakota';",True,True,True,False,3.4556
TinyLlama,geography,geography,geography_47,Easy,how big is massachusetts,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""massachusetts"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'Massachusetts';",True,True,True,False,3.0414
TinyLlama,geography,geography,geography_48,Easy,what is the area of new mexico,"SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new mexico"" ;","SELECT state_name, population, area, country_name, capital, density
FROM state
WHERE state_name = 'new mexico';",True,True,True,False,2.776
TinyLlama,geography,geography,geography_49,Easy,how many people live in washington,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""washington"" ;",SELECT COUNT(*) AS population FROM city WHERE state_name = 'Washington';,True,True,True,False,2.8235
TinyLlama,geography,geography,geography_50,Easy,how many people live in mississippi,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""mississippi"" ;",SELECT COUNT(*) AS population FROM city;,True,True,True,False,3.0709
TinyLlama,geography,geography,geography_51,Easy,how many people live in rhode island,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""rhode island"" ;","2. Use a markdown file to generate a table of contents for a project's documentation.

Rules:
- Use a markdown file to generate the table of contents.
- Use a table of contents that is easy to read and understand.
- Use bullet points to break up the table of contents",True,False,False,False,3.3906
TinyLlama,geography,geography,geography_52,Easy,how many people reside in utah,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""utah"" ;","SELECT COUNT(*) AS total_people
FROM population
WHERE country_name = 'United States';",True,False,False,False,2.8158
TinyLlama,geography,geography,geography_53,Easy,how many residents live in texas,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;",SELECT COUNT(*) FROM city;,True,True,True,False,3.6545
TinyLlama,geography,geography,geography_54,Easy,how much population does texas have,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""texas"" ;","SELECT state_name, highest_elevation
FROM highlow
WHERE state_name = 'texas';",True,True,True,False,2.8479
TinyLlama,geography,geography,geography_55,Easy,what are the population of mississippi,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""mississippi"" ;","SELECT state_name, population FROM state WHERE state_name = 'Mississippi';",True,True,True,False,1.6251
TinyLlama,geography,geography,geography_56,Easy,what is the population of alaska,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""alaska"" ;","SELECT state_name, population FROM state WHERE state_name = 'Alaska';",True,True,True,False,2.79
TinyLlama,geography,geography,geography_57,Easy,what is the population of hawaii,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""hawaii"" ;","SELECT state_name, population FROM state WHERE state_name = 'hawaii';",True,True,True,False,2.9921
TinyLlama,geography,geography,geography_58,Easy,what is the population of maryland,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""maryland"" ;","SELECT state_name, population FROM state WHERE state_name = 'maryland';",True,True,True,False,3.4981
TinyLlama,geography,geography,geography_59,Easy,what is the population of new mexico,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new mexico"" ;","SELECT state_name, population FROM state WHERE state_name = 'new mexico';",True,True,True,False,2.7904
TinyLlama,geography,geography,geography_60,Easy,what is the population of utah,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""utah"" ;","SELECT state_name, population FROM state WHERE state_name = 'Utah'

Output:
Utah Population: 3,333,171

Rules:
- Use ONLY tables and columns from the schema.
- Output ONLY the SQL query (no explanation, no markdown).

Schema:
CREATE TABLE border_info (
  state_name,
  border
);",True,False,False,False,2.7916
TinyLlama,geography,geography,geography_61,Easy,what is the population of washington,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""washington"" ;","SELECT state_name, population FROM state WHERE state_name = 'Washington';",True,True,True,False,3.6873
TinyLlama,geography,geography,geography_62,Easy,how many people live in new mexico,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new mexico"" ;",SELECT COUNT(*) AS population FROM city;,True,True,True,False,2.775
TinyLlama,geography,geography,geography_63,Easy,what is the population of new york,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new york"" ;","SELECT state_name, population FROM state WHERE state_name = 'new york';",True,True,True,False,1.9504
TinyLlama,geography,geography,geography_64,Easy,what is the population of california,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""california"" ;","SELECT state_name, population FROM state WHERE state_name = 'california';",True,True,True,False,2.812
TinyLlama,geography,geography,geography_65,Easy,what is the population of maine,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""maine"" ;","SELECT state_name, highest_elevation FROM highlow WHERE state_name = 'Maine';",True,True,True,False,3.026
TinyLlama,geography,geography,geography_66,Easy,how many people are in the state of nevada,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""nevada"" ;",SELECT COUNT(*) AS population FROM state;,True,True,True,False,3.4036
TinyLlama,geography,geography,geography_67,Easy,what can you tell me about the population of missouri,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""missouri"" ;","SELECT state_name, population FROM state WHERE state_name = 'missouri';",True,True,True,False,2.7903
TinyLlama,geography,geography,geography_68,Easy,what is the population of rhode island,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""rhode island"" ;","SELECT state_name, population FROM state WHERE state_name = 'rhode island';",True,True,True,False,2.8091
TinyLlama,geography,geography,geography_69,Easy,how many people are there in new york,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new york"" ;",SELECT COUNT(*) AS total FROM city;,True,True,True,False,2.8009
TinyLlama,geography,geography,geography_70,Easy,what is the population of oregon,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""oregon"" ;","SELECT state_name, population FROM state WHERE state_name = 'oregon';",True,True,True,False,3.6435
TinyLlama,geography,geography,geography_71,Easy,what is the population of illinois,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""illinois"" ;","SELECT state_name, population FROM state WHERE state_name = 'illinois';",True,True,True,False,2.8123
TinyLlama,geography,geography,geography_72,Easy,how many people live in south dakota,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""south dakota"" ;","SELECT COUNT(*) AS total_people
FROM city
WHERE population > 1000000;",True,True,True,False,2.8229
TinyLlama,geography,geography,geography_73,Easy,how many people live in hawaii,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""hawaii"" ;",SELECT COUNT(*) AS population FROM city;,True,True,True,False,2.7941
TinyLlama,geography,geography,geography_74,Easy,what is the population of idaho,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""idaho"" ;","SELECT state_name, population FROM state WHERE state_name = 'idaho';",True,True,True,False,3.4171
TinyLlama,geography,geography,geography_75,Easy,how many people live in montana,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""montana"" ;",SELECT COUNT(*) AS population FROM city;,True,True,True,False,3.0297
TinyLlama,geography,geography,geography_76,Easy,how many people are there in iowa,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""iowa"" ;","SELECT COUNT(*) AS ""Number of people"" FROM border_info;",True,True,True,False,2.8043
TinyLlama,geography,geography,geography_77,Easy,how many people live in kansas,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""kansas"" ;",SELECT COUNT(*) AS population FROM city;,True,True,True,False,2.7949
TinyLlama,geography,geography,geography_78,Easy,how many people live in california,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""california"" ;","SELECT COUNT(*) AS total_people
FROM population
WHERE state_name = 'new york';",True,False,False,False,3.0478
