model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time
Qwen2.5-1.5B,spider,academic,spider_8263,Easy,"return me the number of references of "" Making database systems usable "" .","SELECT reference_num FROM publication WHERE title = ""Making database systems usable"";","SELECT COUNT(T1.pid) AS num_references 
FROM publication AS T1 
INNER JOIN writes AS T2 ON T1.pid = T2.pid 
WHERE T1.title = 'Making database systems usable';",TRUE,FALSE,TRUE,FALSE,1.6397
Qwen2.5-1.5B,spider,academic,spider_8265,Easy,"return me the number of citations of "" Making database systems usable "" .","SELECT citation_num FROM publication WHERE title = ""Making database systems usable"";",SELECT COUNT(T2.pid) AS citations FROM publication AS T1 INNER JOIN write AS T3 ON T1.pid = T3.pid INNER JOIN author AS T4 ON T3.aid = T4.aid WHERE T1.title = 'Making database systems usable',TRUE,FALSE,FALSE,FALSE,2.2024
Qwen2.5-1.5B,spider,academic,spider_8267,Easy,return me the paper with more than 200 citations .,SELECT title FROM publication WHERE citation_num > 200;,"SELECT T1.title, COUNT(T3.pid) AS citation_count 
FROM publication AS T1 
JOIN write AS T2 ON T1.pid = T2.pid 
GROUP BY T1.pid 
HAVING COUNT(T3.pid) > 200;",TRUE,FALSE,FALSE,FALSE,2.8962
Qwen2.5-1.5B,spider,academic,spider_8268,Hard,return me the authors who have papers in PVLDB 2010 .,"SELECT t1.name FROM publication AS t4 JOIN journal AS t2 ON t4.jid = t2.jid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""PVLDB"" AND t4.year = 2010;","SELECT DISTINCT T1.name 
FROM writes AS T1 
JOIN publication AS T2 ON T1.pid = T2.pid 
WHERE T2.year = '2010' AND T2.cid IN (SELECT cid FROM conference WHERE name = 'PVLDB');",TRUE,FALSE,FALSE,FALSE,2.3976
Qwen2.5-1.5B,spider,academic,spider_8269,Hard,return me the authors who have papers in PVLDB after 2010 .,"SELECT t1.name FROM publication AS t4 JOIN journal AS t2 ON t4.jid = t2.jid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""PVLDB"" AND t4.year > 2010;","SELECT DISTINCT T1.name 
FROM author AS T1 
JOIN writes AS T2 ON T1.aid = T2.aid 
JOIN publication AS T3 ON T2.pid = T3.pid 
WHERE T3.year > 2010;",TRUE,FALSE,TRUE,TRUE,2.3563
Qwen2.5-1.5B,spider,academic,spider_8270,Hard,return me the authors who have papers in VLDB conference in 2002 .,"SELECT t1.name FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""VLDB"" AND t4.year = 2002;","SELECT DISTINCT T1.name 
FROM publication AS T1 
JOIN conference AS T2 ON T1.cid = T2.cid 
WHERE T2.name = 'VLDB' AND YEAR(T1.year) = 2002;",TRUE,FALSE,FALSE,FALSE,2.6522
Qwen2.5-1.5B,spider,academic,spider_8271,Hard,return me the authors who have papers in VLDB conference before 2002 .,"SELECT t1.name FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""VLDB"" AND t4.year < 2002;","SELECT DISTINCT T1.name 
FROM author AS T1 
JOIN writes AS T2 ON T1.aid = T2.aid 
JOIN publication AS T3 ON T2.pid = T3.pid 
WHERE T3.cid IN (SELECT cid FROM conference WHERE name = 'VLDB') AND YEAR",TRUE,FALSE,TRUE,TRUE,2.5623
Qwen2.5-1.5B,spider,academic,spider_8272,Hard,return me the authors who have papers in VLDB conference before 2002 after 1995 .,"SELECT t1.name FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""VLDB"" AND t4.year < 2002 AND t4.year > 1995;","SELECT DISTINCT T1.name 
FROM author AS T1 
JOIN writes AS T2 ON T1.aid = T2.aid 
JOIN publication AS T3 ON T2.pid = T3.pid 
WHERE T3.year > 1995 AND T3.cid IN (SELECT cid FROM",TRUE,FALSE,FALSE,FALSE,2.5515
Qwen2.5-1.5B,spider,academic,spider_8273,Medium,return me the area of PVLDB .,"SELECT t3.name FROM DOMAIN AS t3 JOIN domain_journal AS t1 ON t3.did = t1.did JOIN journal AS t2 ON t2.jid = t1.jid WHERE t2.name = ""PVLDB"";",SELECT T1.continent FROM organization AS T1 INNER JOIN writes AS T2 ON T1.oid = T2.aid WHERE T2.pid IN (SELECT T3.pid FROM publication AS T3 INNER JOIN cite AS T4 ON T3.pid = T4.cited) AND T3.name = 'P,TRUE,FALSE,FALSE,FALSE,3.1791
Qwen2.5-1.5B,spider,academic,spider_8274,Hard,return me the authors who have papers in PVLDB .,"SELECT t1.name FROM publication AS t4 JOIN journal AS t2 ON t4.jid = t2.jid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""PVLDB"";","SELECT DISTINCT T1.name 
FROM writes AS T1 
JOIN publication AS T2 ON T1.pid = T2.pid 
WHERE T2.cid IN (SELECT cid FROM conference WHERE name = 'PVLDB')",TRUE,FALSE,FALSE,FALSE,1.9917
Qwen2.5-1.5B,spider,academic,spider_8275,Medium,"return me the organization "" H . V . Jagadish "" is in .","SELECT t2.name FROM organization AS t2 JOIN author AS t1 ON t2.oid = t1.oid WHERE t1.name = ""H. V. Jagadish"";","SELECT o.name 
FROM organization o 
JOIN writes w ON o.oid = w.aid 
WHERE w.pid IN (SELECT p.pid FROM publication p JOIN write w ON p.pid = w.pid WHERE w.aid = (SELECT aid FROM author WHERE name = 'H. V. Jagadish",TRUE,FALSE,FALSE,FALSE,2.595
Qwen2.5-1.5B,spider,academic,spider_8276,Hard,"return me the conferences , which have papers by "" H . V . Jagadish "" .","SELECT t2.name FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t1.name = ""H. V. Jagadish"";","SELECT DISTINCT c.name AS conference_name 
FROM conference c 
JOIN domain_conference dc ON c.cid = dc.cid 
JOIN domain d ON dc.did = d.did 
JOIN domain_publication dp ON d.did = dp.did 
JOIN publication p ON dp.pid = p.pid 
JOIN writes w ON p",TRUE,FALSE,FALSE,FALSE,3.049
Qwen2.5-1.5B,spider,academic,spider_8277,Hard,"return me the journals , which have papers by "" H . V . Jagadish "" .","SELECT t2.name FROM publication AS t4 JOIN journal AS t2 ON t4.jid = t2.jid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t1.name = ""H. V. Jagadish"";","SELECT DISTINCT T1.jid, T1.name 
FROM journal AS T1 
JOIN domain_journal AS T2 ON T1.jid = T2.jid 
JOIN domain_author AS T3 ON T2.did = T3.did 
JOIN author AS T4 ON T3.aid = T",TRUE,FALSE,FALSE,FALSE,4.7085
Qwen2.5-1.5B,spider,academic,spider_8278,Medium,"return me the domain where "" H . V . Jagadish "" is focused .","SELECT t2.name FROM domain_author AS t3 JOIN author AS t1 ON t3.aid = t1.aid JOIN DOMAIN AS t2 ON t2.did = t3.did WHERE t1.name = ""H. V. Jagadish"";","SELECT d.name 
FROM domain d 
JOIN domain_author da ON d.did = da.did 
JOIN author a ON da.aid = a.aid 
WHERE a.name = 'H. V. Jagadish';",TRUE,FALSE,TRUE,TRUE,2.174
Qwen2.5-1.5B,spider,academic,spider_8279,Medium,"return me the authors of "" Making database systems usable "" .","SELECT t1.name FROM writes AS t2 JOIN author AS t1 ON t2.aid = t1.aid JOIN publication AS t3 ON t2.pid = t3.pid WHERE t3.title = ""Making database systems usable"";",SELECT T1.name FROM writes AS T1 JOIN publication AS T2 ON T1.pid = T2.pid WHERE T2.title = 'Making database systems usable',TRUE,FALSE,FALSE,FALSE,1.4605
Qwen2.5-1.5B,spider,academic,spider_8280,Medium,"return me the conference , which published "" Making database systems usable "" .","SELECT t1.name FROM publication AS t2 JOIN conference AS t1 ON t2.cid = t1.cid WHERE t2.title = ""Making database systems usable"";",SELECT c.name FROM conference AS c JOIN domain_conference AS dc ON c.cid = dc.cid WHERE dc.did IN (SELECT d.id FROM domain AS d JOIN domain_publication AS dp ON d.did = dp.did JOIN publication AS p ON dp.pid = p.pid WHERE p.title = 'Making database systems usable'),TRUE,FALSE,FALSE,FALSE,2.5712
Qwen2.5-1.5B,spider,academic,spider_8281,Medium,"return me the papers by "" H . V . Jagadish "" .","SELECT t3.title FROM writes AS t2 JOIN author AS t1 ON t2.aid = t1.aid JOIN publication AS t3 ON t2.pid = t3.pid WHERE t1.name = ""H. V. Jagadish"";",SELECT T1.title FROM publication AS T1 INNER JOIN writes AS T2 ON T1.pid = T2.pid WHERE T2.aid = (SELECT aid FROM author WHERE name = 'H. V. Jagadish'),TRUE,FALSE,TRUE,TRUE,2.5108
Qwen2.5-1.5B,spider,academic,spider_8282,Medium,return me the papers on VLDB conference .,"SELECT t2.title FROM publication AS t2 JOIN conference AS t1 ON t2.cid = t1.cid WHERE t1.name = ""VLDB"";",SELECT T1.title FROM publication AS T1 JOIN conference AS T2 ON T1.cid = T2.cid WHERE T2.name = 'VLDB',TRUE,FALSE,TRUE,TRUE,1.6869
Qwen2.5-1.5B,spider,academic,spider_8283,Medium,return me the papers on PVLDB .,"SELECT t2.title FROM publication AS t2 JOIN journal AS t1 ON t2.jid = t1.jid WHERE t1.name = ""PVLDB"";",SELECT T1.title FROM publication AS T1 JOIN domain_publication AS T2 ON T1.pid = T2.pid WHERE T2.did IN (SELECT did FROM conference WHERE name = 'PVLDB'),TRUE,FALSE,TRUE,TRUE,1.7934
Qwen2.5-1.5B,spider,academic,spider_8284,Medium,return me the papers on PVLDB after 2000 .,"SELECT t2.title FROM publication AS t2 JOIN journal AS t1 ON t2.jid = t1.jid WHERE t1.name = ""PVLDB"" AND t2.year > 2000;","SELECT DISTINCT p.pid, p.title, p.year 
FROM publication p 
JOIN write w ON p.pid = w.pid 
WHERE p.cid = 'PVLDB' AND p.year > 2000;",TRUE,FALSE,FALSE,FALSE,1.9628
Qwen2.5-1.5B,spider,academic,spider_8285,Medium,return me the papers on VLDB conference after 2000 .,"SELECT t2.title FROM publication AS t2 JOIN conference AS t1 ON t2.cid = t1.cid WHERE t1.name = ""VLDB"" AND t2.year > 2000;","SELECT DISTINCT p.pid, p.title, p.year 
FROM publication p 
JOIN conference c ON p.cid = c.cid 
WHERE c.name = 'VLDB' AND p.year > 2000;",TRUE,FALSE,TRUE,TRUE,1.9481
Qwen2.5-1.5B,spider,academic,spider_8286,Hard,"return me the papers by "" H . V . Jagadish "" on PVLDB .","SELECT t4.title FROM publication AS t4 JOIN journal AS t2 ON t4.jid = t2.jid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t1.name = ""H. V. Jagadish"" AND t2.name = ""PVLDB"";",SELECT T1.title FROM publication AS T1 INNER JOIN writes AS T2 ON T1.pid = T2.pid WHERE T2.aid = (SELECT aid FROM author WHERE name = 'H. V. Jagadish') AND T1.jid = (SELECT jid FROM journal WHERE name = 'PVL,TRUE,FALSE,FALSE,FALSE,2.9501
Qwen2.5-1.5B,spider,academic,spider_8287,Hard,"return me the papers by "" H . V . Jagadish "" on VLDB conference .","SELECT t4.title FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t1.name = ""H. V. Jagadish"" AND t2.name = ""VLDB"";",SELECT T1.title FROM publication AS T1 INNER JOIN writes AS T2 ON T1.pid = T2.pid WHERE T2.aid = (SELECT aid FROM author WHERE name = 'H. V. Jagadish') AND T1.cid IN (SELECT cid FROM conference WHERE name = 'VLDB'),TRUE,FALSE,TRUE,TRUE,2.5762
Qwen2.5-1.5B,spider,academic,spider_8288,Medium,"return me the papers by "" H . V . Jagadish "" after 2000 .","SELECT t3.title FROM writes AS t2 JOIN author AS t1 ON t2.aid = t1.aid JOIN publication AS t3 ON t2.pid = t3.pid WHERE t1.name = ""H. V. Jagadish"" AND t3.year > 2000;","SELECT p.title, p.year 
FROM publication p 
JOIN writes w ON p.pid = w.pid 
WHERE w.aid = (SELECT aid FROM author WHERE name = 'H. V. Jagadish') AND p.year > 2000;",TRUE,FALSE,TRUE,TRUE,2.3696
Qwen2.5-1.5B,spider,academic,spider_8289,Hard,"return me the papers by "" H . V . Jagadish "" on PVLDB after 2000 .","SELECT t4.title FROM publication AS t4 JOIN journal AS t2 ON t4.jid = t2.jid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t1.name = ""H. V. Jagadish"" AND t2.name = ""PVLDB"" AND t4.year > 2000;","SELECT DISTINCT p.pid, p.title, p.year 
FROM publication p 
JOIN writes w ON p.pid = w.pid 
JOIN author a ON w.aid = a.aid 
WHERE a.name = 'H. V. Jagadish' AND p.cid = (SELECT cid FROM conference WHERE name",TRUE,FALSE,FALSE,FALSE,2.6465
Qwen2.5-1.5B,spider,academic,spider_8290,Hard,"return me the papers by "" H . V . Jagadish "" on VLDB conference after 2000 .","SELECT t4.title FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t1.name = ""H. V. Jagadish"" AND t2.name = ""VLDB"" AND t4.year > 2000;","SELECT DISTINCT p.pid, p.title, p.year 
FROM publication p 
JOIN writes w ON p.pid = w.pid 
JOIN author a ON w.aid = a.aid 
WHERE a.name = 'H. V. Jagadish' AND p.cid IN (SELECT cid FROM conference WHERE name",TRUE,FALSE,FALSE,FALSE,3.0121
Qwen2.5-1.5B,spider,academic,spider_8291,Medium,return me the area of the VLDB conference .,"SELECT t2.name FROM domain_conference AS t3 JOIN conference AS t1 ON t3.cid = t1.cid JOIN DOMAIN AS t2 ON t2.did = t3.did WHERE t1.name = ""VLDB"";",SELECT T2.name FROM conference AS T1 INNER JOIN domain_conference AS T3 ON T1.cid = T3.cid WHERE T1.name = 'VLDB',TRUE,FALSE,FALSE,FALSE,1.4833
Qwen2.5-1.5B,spider,academic,spider_8292,Hard,return me the authors who have papers in the VLDB conference .,"SELECT t1.name FROM publication AS t4 JOIN conference AS t2 ON t4.cid = t2.cid JOIN writes AS t3 ON t3.pid = t4.pid JOIN author AS t1 ON t3.aid = t1.aid WHERE t2.name = ""VLDB"";","SELECT DISTINCT T1.name 
FROM writes AS T1 
JOIN publication AS T2 ON T1.pid = T2.pid 
WHERE T2.cid IN (SELECT cid FROM conference WHERE name = 'VLDB');",TRUE,FALSE,FALSE,FALSE,1.9272
Qwen2.5-1.5B,spider,academic,spider_8293,Medium,return me all the keywords in Databases area .,"SELECT t1.keyword FROM DOMAIN AS t3 JOIN domain_keyword AS t2 ON t3.did = t2.did JOIN keyword AS t1 ON t1.kid = t2.kid WHERE t3.name = ""Databases"";","SELECT DISTINCT T1.keyword 
FROM keyword AS T1 
JOIN domain_keyword AS T2 ON T1.kid = T2.kid 
JOIN domain AS T3 ON T2.did = T3.did 
WHERE T3.name LIKE 'Databases';",TRUE,FALSE,TRUE,TRUE,2.7449
Qwen2.5-1.5B,spider,academic,spider_8294,Medium,"return me all the papers , which contain the keyword "" Natural Language "" .","SELECT t3.title FROM publication_keyword AS t2 JOIN keyword AS t1 ON t2.kid = t1.kid JOIN publication AS t3 ON t3.pid = t2.pid WHERE t1.keyword = ""Natural Language"";","SELECT DISTINCT p.pid, p.title 
FROM publication p 
JOIN publication_keyword pk ON p.pid = pk.pid 
JOIN keyword k ON pk.kid = k.kid 
WHERE k.keyword = 'Natural Language';",TRUE,FALSE,TRUE,TRUE,1.9348
Qwen2.5-1.5B,spider,academic,spider_8295,Medium,"return me the keywords of "" Making database systems usable "" .","SELECT t1.keyword FROM publication_keyword AS t3 JOIN keyword AS t1 ON t3.kid = t1.kid JOIN publication AS t2 ON t2.pid = t3.pid WHERE t2.title = ""Making database systems usable"";",SELECT T1.keyword FROM keyword AS T1 INNER JOIN domain_keyword AS T2 ON T1.kid = T2.kid WHERE T2.did = (SELECT T3.did FROM domain AS T3 INNER JOIN domain_publication AS T4 ON T3.did = T4.did INNER JOIN publication AS T5,TRUE,FALSE,FALSE,FALSE,2.5929
Qwen2.5-1.5B,spider,academic,spider_8296,Hard,"return me the keywords related to "" H . V . Jagadish "" .","SELECT t1.keyword FROM publication_keyword AS t5 JOIN keyword AS t1 ON t5.kid = t1.kid JOIN publication AS t3 ON t3.pid = t5.pid JOIN writes AS t4 ON t4.pid = t3.pid JOIN author AS t2 ON t4.aid = t2.aid WHERE t2.name = ""H. V. Jagadish"";",SELECT T1.keyword FROM keyword AS T1 INNER JOIN domain_keyword AS T2 ON T1.kid = T2.kid INNER JOIN domain_author AS T3 ON T3.did = T2.did WHERE T3.name = 'H. V. Jagadish',TRUE,FALSE,FALSE,FALSE,2.4605
Qwen2.5-1.5B,spider,academic,spider_8297,Hard,return me the keywords in VLDB conference .,"SELECT t1.keyword FROM publication_keyword AS t4 JOIN keyword AS t1 ON t4.kid = t1.kid JOIN publication AS t3 ON t3.pid = t4.pid JOIN conference AS t2 ON t3.cid = t2.cid WHERE t2.name = ""VLDB"";",SELECT T2.keyword FROM conference AS T1 JOIN domain_conference AS T3 ON T1.cid = T3.cid WHERE T1.name = 'VLDB' AND T3.did IN (SELECT T4.did FROM domain AS T4 JOIN domain_conference AS T5 ON T4.did = T5.did WHERE,TRUE,FALSE,FALSE,FALSE,2.5746
Qwen2.5-1.5B,spider,academic,spider_8298,Hard,return me the keywords in PVLDB .,"SELECT t1.keyword FROM publication_keyword AS t4 JOIN keyword AS t1 ON t4.kid = t1.kid JOIN publication AS t2 ON t2.pid = t4.pid JOIN journal AS t3 ON t2.jid = t3.jid WHERE t3.name = ""PVLDB"";",SELECT T1.keyword FROM keyword AS T1 INNER JOIN domain_keyword AS T2 ON T1.kid = T2.kid WHERE T2.did = (SELECT did FROM domain WHERE name = 'PVLDB'),TRUE,FALSE,TRUE,TRUE,1.803
Qwen2.5-1.5B,spider,academic,spider_8299,Hard,"return me the keywords in the papers of "" University of Michigan "" .","SELECT t1.keyword FROM organization AS t6 JOIN author AS t2 ON t6.oid = t2.oid JOIN writes AS t4 ON t4.aid = t2.aid JOIN publication AS t5 ON t4.pid = t5.pid JOIN publication_keyword AS t3 ON t5.pid = t3.pid JOIN keyword AS t1 ON t3.kid = t1.kid WHERE t6.name = ""University of Michigan"";","SELECT T1.keyword FROM keyword AS T1 INNER JOIN domain_keyword AS T2 ON T1.kid = T2.kid INNER JOIN domain AS T3 ON T2.did = T3.did WHERE T3.name LIKE ""%University of Michigan%""",TRUE,FALSE,TRUE,TRUE,2.127
Qwen2.5-1.5B,spider,academic,spider_8300,Hard,"return me the papers of "" H . V . Jagadish "" containing keyword "" User Study "" .","SELECT t5.title FROM publication_keyword AS t3 JOIN keyword AS t1 ON t3.kid = t1.kid JOIN publication AS t5 ON t5.pid = t3.pid JOIN writes AS t4 ON t4.pid = t5.pid JOIN author AS t2 ON t4.aid = t2.aid WHERE t2.name = ""H. V. Jagadish"" AND t1.keyword = ""User Study"";","SELECT DISTINCT p.pid, p.title 
FROM publication p 
JOIN writes w ON p.pid = w.pid 
JOIN author a ON w.aid = a.aid 
WHERE a.name = 'H. V. Jagadish' AND p.citation_num > 0 AND EXISTS (SELECT * FROM",TRUE,FALSE,FALSE,FALSE,3.5568
Qwen2.5-1.5B,spider,academic,spider_8301,Hard,"return me the papers in PVLDB containing keyword "" Keyword search "" .","SELECT t4.title FROM publication_keyword AS t2 JOIN keyword AS t1 ON t2.kid = t1.kid JOIN publication AS t4 ON t4.pid = t2.pid JOIN journal AS t3 ON t4.jid = t3.jid WHERE t3.name = ""PVLDB"" AND t1.keyword = ""Keyword search"";","SELECT DISTINCT p.pid, p.title 
FROM publication p 
JOIN publication_keyword pk ON p.pid = pk.pid 
JOIN keyword k ON pk.kid = k.kid 
WHERE k.keyword = 'Keyword search';",TRUE,FALSE,TRUE,TRUE,1.9498
Qwen2.5-1.5B,spider,academic,spider_8302,Hard,"return me the papers in VLDB conference containing keyword "" Information Retrieval "" .","SELECT t4.title FROM publication_keyword AS t3 JOIN keyword AS t1 ON t3.kid = t1.kid JOIN publication AS t4 ON t4.pid = t3.pid JOIN conference AS t2 ON t4.cid = t2.cid WHERE t2.name = ""VLDB"" AND t1.keyword = ""Information Retrieval"";","SELECT DISTINCT p.pid, p.title 
FROM publication p 
JOIN conference c ON p.cid = c.cid 
WHERE c.name = 'VLDB' AND p.abstract LIKE '%Information Retrieval%'",TRUE,FALSE,TRUE,TRUE,1.7766
Qwen2.5-1.5B,spider,academic,spider_8303,Hard,"return me the authors who have papers containing keyword "" Relational Database "" .","SELECT t2.name FROM publication_keyword AS t5 JOIN keyword AS t1 ON t5.kid = t1.kid JOIN publication AS t3 ON t3.pid = t5.pid JOIN writes AS t4 ON t4.pid = t3.pid JOIN author AS t2 ON t4.aid = t2.aid WHERE t1.keyword = ""Relational Database"";","SELECT DISTINCT T1.name 
FROM author AS T1 
JOIN writes AS T2 ON T1.aid = T2.aid 
JOIN publication AS T3 ON T2.pid = T3.pid 
JOIN publication_keyword AS T4 ON T3.pid = T4.pid 
JOIN keyword AS T",TRUE,FALSE,TRUE,TRUE,2.5684
Qwen2.5-1.5B,spider,academic,spider_8304,Hard,return me all the organizations in Databases area .,"SELECT t2.name FROM domain_author AS t4 JOIN author AS t1 ON t4.aid = t1.aid JOIN DOMAIN AS t3 ON t3.did = t4.did JOIN organization AS t2 ON t2.oid = t1.oid WHERE t3.name = ""Databases"";","SELECT DISTINCT o.name 
FROM organization o 
JOIN domain d ON o.oid = d.oid 
WHERE d.name LIKE '%Databases%';",TRUE,FALSE,TRUE,TRUE,1.6672
Qwen2.5-1.5B,spider,academic,spider_8305,Hard,"return me all the organizations in Databases area located in "" North America "" .","SELECT t2.name FROM domain_author AS t4 JOIN author AS t1 ON t4.aid = t1.aid JOIN DOMAIN AS t3 ON t3.did = t4.did JOIN organization AS t2 ON t2.oid = t1.oid WHERE t3.name = ""Databases"" AND t2.continent = ""North America"";","SELECT DISTINCT o.name 
FROM organization o 
JOIN writes w ON o.oid = w.aid 
JOIN publication p ON w.pid = p.pid 
JOIN domain d ON p.pid = d.pid 
JOIN domain_author da ON da.aid = o.oid 
WHERE d.did IN (SELECT did",TRUE,FALSE,FALSE,FALSE,4.512
Qwen2.5-1.5B,spider,academic,spider_8306,Medium,"return me all the researchers in "" University of Michigan "" .","SELECT t1.name FROM organization AS t2 JOIN author AS t1 ON t2.oid = t1.oid WHERE t2.name = ""University of Michigan"";","SELECT T1.name 
FROM author AS T1 
JOIN domain_author AS T2 ON T1.aid = T2.aid 
JOIN domain AS T3 ON T2.did = T3.did 
WHERE T3.name = 'University of Michigan';",TRUE,FALSE,TRUE,TRUE,2.3273
Qwen2.5-1.5B,spider,academic,spider_8307,Hard,"return me all the researchers in Databases area in "" University of Michigan "" .","SELECT t1.name FROM domain_author AS t4 JOIN author AS t1 ON t4.aid = t1.aid JOIN DOMAIN AS t3 ON t3.did = t4.did JOIN organization AS t2 ON t2.oid = t1.oid WHERE t3.name = ""Databases"" AND t2.name = ""University of Michigan"";","SELECT DISTINCT T1.name 
FROM author AS T1 
JOIN domain_author AS T2 ON T1.aid = T2.aid 
JOIN domain AS T3 ON T2.did = T3.did 
JOIN domain_publication AS T4 ON T3.did = T4.did 
JOIN publication",TRUE,FALSE,TRUE,TRUE,2.5734
Qwen2.5-1.5B,spider,academic,spider_8308,Hard,"return me all the papers in "" University of Michigan "" .","SELECT t4.title FROM organization AS t2 JOIN author AS t1 ON t2.oid = t1.oid JOIN writes AS t3 ON t3.aid = t1.aid JOIN publication AS t4 ON t3.pid = t4.pid WHERE t2.name = ""University of Michigan"";",SELECT T1.title FROM publication AS T1 JOIN writes AS T2 ON T1.pid = T2.pid WHERE T2.aid IN (SELECT aid FROM author WHERE name = 'University of Michigan'),TRUE,FALSE,TRUE,TRUE,2.2238
