model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time,cpu_proc_percent,cpu_system_percent,ram_proc_rss_mb,ram_system_percent,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,total_runtime_s,peak_ram_rss_mb,peak_cpu_percent_process,peak_gpu_vram_allocated_mb,peak_gpu_vram_reserved_mb,cpu_ram_available,gpu_available
TinyLlama,spider,customers_and_products_contacts,spider_4630,Medium,Show the product type codes which have at least two products .,SELECT Product_Type_Code FROM Products GROUP BY Product_Type_Code HAVING COUNT(*) >= 2,"SELECT product_type_code
FROM Products
WHERE product_type_code IN (
  SELECT DISTINCT product_type_code
  FROM Products
  GROUP BY product_type_code
  HAVING COUNT(*) > 2
);",True,False,True,False,2.8075,49.9251,53.1,3983.1406,41.6,52.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,customers_campaigns_ecommerce,spider_4659,Easy,How many premises are there ?,SELECT count(*) FROM premises,"SELECT Products.product_name, COUNT(*) AS num_products
FROM Products
GROUP BY Products.product_category
ORDER BY num_products DESC;",True,False,True,False,2.8983,49.6925,53.9,3983.1406,41.6,54.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,customers_card_transactions,spider_673,Easy,How many accounts do we have ?,SELECT count(*) FROM Accounts,SELECT SUM(sales_amount) FROM Sales;,True,False,False,False,2.7678,49.344,71.7,3983.1406,41.6,39.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,debate,spider_1521,Easy,How many debates are there ?,SELECT count(*) FROM debate,"Explanation:

- The first rule is to use only tables and columns from the schema.
- The second rule is to output only the SQL query (no explanation, no markdown).
- The schema is created using CREATE TABLE statements.
- The debate table is created using CREATE TABLE statements.
- The debate_people table is created using",True,False,False,False,3.049,49.5952,60.5,3983.1406,41.6,52.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,decoration_competition,spider_4519,Easy,How many members are there ?,SELECT count(*) FROM member,SELECT AVG(College_Age) FROM member;,True,False,False,False,2.7623,49.6609,58.3,3983.1406,41.6,35.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,department_management,spider_0,Easy,How many heads of the departments are older than 56 ?,SELECT count(*) FROM head WHERE age > 56,"SELECT COUNT(*)
FROM `head`
WHERE age > 56

Output:
1

Explanation:
The `head` table contains the head of each department. The `age` column is a numeric field that represents the age of the head. The `age` column is greater than 56, so the query returns 1.",True,False,False,False,2.9614,49.2911,74.8,3983.1406,41.6,53.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,department_store,spider_4748,Easy,What are the ids of the top three products that were purchased in the largest amount ?,SELECT product_id FROM product_suppliers ORDER BY total_amount_purchased DESC LIMIT 3,"SELECT product_id, SUM(product_price) AS total_amount_purchased
FROM Customer_Orders
WHERE order_status_code = 'Completed'
GROUP BY product_id
ORDER BY total_amount_purchased DESC
LIMIT 3;",True,False,False,False,2.9825,49.9665,52.9,3983.1406,41.6,65.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,device,spider_5083,Easy,How many devices are there ?,SELECT count(*) FROM device,SELECT AVG(Price) FROM Car;,True,False,False,False,3.496,48.9405,77.5,3983.1406,41.5,50.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,document_management,spider_4534,Easy,"Find the name and access counts of all documents , in alphabetic order of the document name .","SELECT document_name , access_count FROM documents ORDER BY document_name","SELECT document_name, access_count
FROM Documents
ORDER BY document_name ASC;",True,False,True,True,2.8116,49.8379,53.2,3983.1406,41.5,54.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,dog_kennels,spider_9579,Extra Hard,Which states have both owners and professionals living there ?,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,"SELECT DISTINCT owner_id, professionals.last_name
FROM Owners
INNER JOIN Professionals ON Owners.owner_id = Professionals.owner_id
WHERE state IN ('AL', 'AK', 'AZ', 'AR', 'CA', 'CO', 'CT', 'DE', 'DC', 'FL', 'GA', 'HI', 'ID', 'IL', 'IN', 'IA', '",True,False,False,False,2.9143,49.4529,64.9,3983.1406,41.6,41.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,dorm_1,spider_4289,Easy,How many students are there ?,SELECT count(*) FROM student,SELECT MAX(student_capacity) FROM Dorm;,True,False,True,False,3.237,49.008,80.1,3983.1406,41.6,48.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,driving_school,spider_718,Easy,How many customers in total ?,SELECT count(*) FROM Customers,SELECT COUNT(*) FROM Customer_Payments WHERE customer_id = 1;,True,False,True,False,2.851,50.0353,53.1,3983.1406,41.6,52.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,e_government,spider_946,Easy,How many services are there ?,SELECT count(*) FROM services,SELECT service_name FROM Services WHERE service_id = 1;,True,False,True,False,2.9941,49.8164,55.3,3983.1406,41.6,56.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,e_learning,spider_3798,Easy,How many courses are there in total ?,SELECT count(*) FROM COURSES,SELECT COUNT(*) FROM Course_Authors_and_Tutors;,True,False,True,True,0.7686,50.3028,54.1,3983.1406,41.6,49.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,election,spider_2758,Easy,How many counties are there in total ?,SELECT count(*) FROM county,SELECT SUM(Population) FROM county;,True,False,True,False,2.987,49.7363,68.9,3983.1406,41.5,36.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,election_representative,spider_1203,Easy,How many elections are there ?,SELECT count(*) FROM election,SELECT AVG(Votes) FROM election;,True,False,True,False,3.344,48.4848,83.8,3983.1406,41.6,43.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,employee_hire_evaluation,spider_367,Easy,How many employees are there ?,SELECT count(*) FROM Employee,SELECT COUNT(*) FROM employee;,True,True,True,True,2.81,49.8699,55.5,3983.1406,41.5,45.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,entertainment_awards,spider_4637,Easy,How many artworks are there ?,SELECT count(*) FROM artwork,SELECT AVG(Age) FROM Attendee;,True,False,False,False,2.716,49.9316,52.7,3983.1406,41.5,49.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,entrepreneur,spider_2289,Easy,How many entrepreneurs are there ?,SELECT count(*) FROM entrepreneur,SELECT AVG(Money_Requested) FROM entrepreneur;,True,False,True,False,3.5964,47.9935,93.1,3983.1406,41.6,31.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,epinions_1,spider_1710,Easy,"Find the id of the item whose title is "" orange "" .",SELECT i_id FROM item WHERE title = 'orange',"SELECT i_id
FROM item
WHERE title = 'orange';",True,True,True,True,0.7905,46.978,76.7,3983.1406,41.6,46.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,farm,spider_16,Easy,How many farms are there ?,SELECT count(*) FROM farm,SELECT COUNT(*) FROM farm;,True,True,True,True,2.7438,49.981,53.0,3983.1406,41.6,46.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,film_rank,spider_4147,Easy,How many film are there ?,SELECT count(*) FROM film,SELECT AVG(Gross_in_dollar) FROM film WHERE Gross_in_dollar > 100000000;,True,False,True,False,2.7073,50.1054,53.1,3983.1406,41.6,46.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,flight_1,spider_343,Easy,How many aircrafts do we have ?,SELECT count(*) FROM Aircraft,SELECT AVG(salary) FROM employee WHERE eid = 100;,True,True,True,False,2.7055,49.7673,52.6,3983.1406,41.6,47.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,flight_2,spider_8848,Easy,"Which country does Airline "" JetBlue Airways "" belong to ?",SELECT Country FROM AIRLINES WHERE Airline = 'JetBlue Airways',"SELECT Abbreviation FROM airlines WHERE Airline = 'JetBlue Airways'

Output:
JetBlue Airways

Rules:
- Use ONLY tables and columns from the schema.
- Output ONLY the SQL query (no explanation, no markdown).

Schema:
CREATE TABLE 'airlines' (
	uid INTEGER PRIMARY KEY, 
	Airline TEXT, 
	Abbre",True,False,False,False,3.3162,49.1779,77.9,3983.1406,41.5,54.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,flight_4,spider_6811,Easy,Find the name of the airport in the city of Goroka .,SELECT name FROM airports WHERE city = 'Goroka',"SELECT airports.name AS airport_name, routes.dst_apid AS dst_apid, routes.dst_ap FROM routes
JOIN airports ON routes.dst_apid = airports.apid
JOIN airlines ON airlines.alid = airports.alid
WHERE airports.city = 'Goroka'
AND airlines.alid = 1;",True,False,False,False,2.7739,49.7488,54.2,3983.1406,41.5,46.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,spider,flight_company,spider_6376,Easy,How many flights have a velocity larger than 200 ?,SELECT count(*) FROM flight WHERE velocity > 200,SELECT COUNT(*) FROM flight WHERE Velocity > 200;,True,False,True,True,1.9945,49.9598,53.3,3983.1406,41.5,47.0,4923.875,15360.0,32.0565,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
