model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time,cpu_proc_percent,cpu_system_percent,ram_proc_rss_mb,ram_system_percent,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,total_runtime_s,peak_ram_rss_mb,peak_cpu_percent_process,peak_gpu_vram_allocated_mb,peak_gpu_vram_reserved_mb,cpu_ram_available,gpu_available
Qwen2.5-1.5B,spider,bike_1,spider_109,Easy,Give me the dates when the max temperature was higher than 85 .,SELECT date FROM weather WHERE max_temperature_f > 85,"SELECT DISTINCT T1.date 
FROM weather AS T1 
JOIN status AS T2 ON T1.zip_code = T2.zip_code 
WHERE T1.max_temperature_f > 85;",True,False,False,False,1.7195,50.0638,52.9,2397.7969,29.0,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,body_builder,spider_1179,Easy,How many body builders are there ?,SELECT count(*) FROM body_builder,SELECT COUNT(Body_Builder_ID) AS Number_of_Body_Builders FROM body_builder,True,False,True,True,0.7532,49.9908,53.9,2397.8281,29.0,45.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,book_2,spider_213,Easy,How many books are there ?,SELECT count(*) FROM book,SELECT COUNT(DISTINCT Book_ID) FROM book,True,False,True,True,0.427,49.5502,51.1,2397.9141,29.0,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,browser_web,spider_1845,Easy,How many main stream browsers whose market share is at least 5 exist ?,SELECT count(*) FROM browser WHERE market_share >= 5,"SELECT COUNT(id) 
FROM browser 
WHERE market_share >= 0.05;",True,True,True,False,0.9076,49.8858,54.3,2397.9961,29.0,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,candidate_poll,spider_2420,Easy,How many candidates are there ?,SELECT count(*) FROM candidate,SELECT COUNT(*) FROM candidate;,True,True,True,True,0.2952,51.3177,57.1,2398.0664,29.0,45.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,car_1,spider_8756,Easy,How many continents are there ?,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) FROM continents;,True,True,True,True,0.2804,48.7286,51.6,2398.1797,29.0,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,chinook_1,spider_834,Easy,How many albums are there ?,SELECT count(*) FROM ALBUM,SELECT COUNT(AlbumId) FROM Album,True,False,True,True,0.4273,49.5138,51.7,2398.4414,29.0,51.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cinema,spider_1951,Extra Hard,Show all the locations where no cinema has capacity over 800 .,SELECT LOCATION FROM cinema EXCEPT SELECT LOCATION FROM cinema WHERE capacity > 800,"SELECT DISTINCT c.Location 
FROM cinema c 
WHERE c.Capacity <= 800;",True,False,True,False,1.2602,48.3465,98.1,2398.5273,29.0,36.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,city_record,spider_6278,Easy,What is id of the city that hosted events in the most recent year ?,SELECT host_city FROM hosting_city ORDER BY YEAR DESC LIMIT 1,"SELECT T1.City_ID
FROM city AS T1
JOIN hosting_city AS T2 ON T1.City_ID = T2.Host_City
WHERE T2.Year = (SELECT MAX(Year) FROM hosting_city)
ORDER BY T1.City_ID DESC LIMIT 1;",True,False,True,False,2.9022,48.9631,85.8,2398.6133,29.0,48.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,climbing,spider_1139,Easy,How many climbers are there ?,SELECT count(*) FROM climber,SELECT COUNT(DISTINCT Mountain_ID) FROM climber,True,False,True,False,0.4704,49.2294,55.7,2398.7891,29.0,44.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,club_1,spider_3365,Easy,How many clubs are there ?,SELECT count(*) FROM club,SELECT COUNT(DISTINCT ClubID) FROM Member_of_club,True,False,True,False,0.5467,50.5071,51.3,2398.8945,29.0,45.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,coffee_shop,spider_816,Easy,How many members have the black membership card ?,SELECT count(*) FROM member WHERE Membership_card = 'Black',"SELECT COUNT(Member_ID) AS Number_of_Members_with_Black_Card
FROM member
WHERE Membership_card = 'black';",True,False,True,False,1.2588,49.3808,58.4,2398.9727,29.0,43.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,college_1,spider_365,Easy,Find the total number of employees .,SELECT count(*) FROM Employee,SELECT COUNT(*) FROM EMPLOYEE;,True,True,True,True,0.3665,48.1788,53.2,2399.1445,29.0,63.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,college_2,spider_1351,Easy,Find the buildings which have rooms with capacity more than 50 .,SELECT DISTINCT building FROM classroom WHERE capacity > 50,SELECT T1.building FROM classroom AS T1 JOIN section AS T2 ON T1.room_number = T2.room_number WHERE T1.capacity > 50,True,True,True,False,1.5563,49.9825,52.2,2399.6133,29.0,60.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,college_3,spider_4674,Easy,How many courses are there in total ?,SELECT count(*) FROM COURSE,SELECT COUNT(*) FROM Course;,True,True,True,True,0.3108,48.6803,58.2,2399.6133,29.0,64.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,company_1,spider_2157,Easy,List all department names ordered by their starting date .,SELECT dname FROM department ORDER BY mgr_start_date,"SELECT DISTINCT T1.Dname 
FROM department AS T1 
ORDER BY T1.Mgr_start_date;",True,False,True,True,1.05,49.6412,53.3,2399.6172,29.0,44.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,company_employee,spider_2028,Medium,Show the different headquarters and number of companies at each headquarter .,"SELECT headquarters , count(*) FROM company GROUP BY headquarters","SELECT 
    Headquarters, 
    COUNT(DISTINCT Company_ID) AS Number_of_Companies
FROM 
    company c
JOIN 
    employment e ON c.Company_ID = e.Company_ID
GROUP BY 
    Headquarters;",True,False,False,False,1.9654,49.6429,61.0,2399.6172,29.0,37.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,company_office,spider_4578,Easy,How many companies are there ?,SELECT count(*) FROM Companies,SELECT COUNT(*) FROM Companies;,True,False,True,True,0.3696,47.7259,100.0,2399.6875,29.0,39.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,concert_singer,spider_8667,Easy,How many singers do we have ?,SELECT count(*) FROM singer,SELECT COUNT(DISTINCT Singer_ID) FROM singer,True,False,True,True,0.638,46.5008,98.5,2399.8047,29.0,28.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,county_public_safety,spider_2558,Easy,How many counties are there ?,SELECT count(*) FROM county_public_safety,SELECT COUNT(County_ID) AS NumberOfCounties FROM county_public_safety,True,False,True,True,0.8567,48.6054,100.0,2399.8945,29.0,35.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,course_teach,spider_9046,Easy,How many teachers are there ?,SELECT count(*) FROM teacher,SELECT COUNT(Teacher_ID) FROM teacher,True,False,True,True,0.5471,47.756,99.1,2400.0,29.0,30.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cre_Doc_Control_Systems,spider_2122,Easy,What document status codes do we have ?,SELECT document_status_code FROM Ref_Document_Status;,"SELECT DISTINCT document_status_code 
FROM Ref_Document_Status;",True,False,True,True,0.7129,49.9412,61.3,2400.2461,29.0,52.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cre_Doc_Template_Mgt,spider_6411,Easy,How many documents do we have ?,SELECT count(*) FROM Documents,SELECT COUNT(DISTINCT Document_ID) FROM Documents;,True,False,True,True,0.4672,49.5511,52.1,2400.3516,29.0,45.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cre_Doc_Tracking_DB,spider_2131,Easy,How many employees do we have ?,SELECT count(*) FROM Employees;,SELECT COUNT(DISTINCT Employee_ID) FROM Employees,True,False,True,True,0.4987,49.4186,55.2,2400.5156,29.0,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cre_Docs_and_Epenses,spider_6395,Easy,How many accounts do we have ?,SELECT count(*) FROM Accounts,SELECT COUNT(Account_ID) FROM Accounts;,True,False,True,True,0.3796,49.1336,53.7,2400.6562,29.0,61.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cre_Drama_Workshop_Groups,spider_712,Easy,How many customers do we have ?,SELECT count(*) FROM Customers,SELECT COUNT(DISTINCT Customer_ID) FROM Customers;,True,True,True,True,0.6806,49.4227,53.6,2401.1328,29.0,57.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,cre_Theme_park,spider_5905,Easy,How many available hotels are there in total ?,SELECT count(*) FROM HOTELS,SELECT COUNT(hotel_id) AS Total_Hotels FROM Hotels;,True,False,True,True,0.7202,50.82,54.7,2401.1328,29.0,49.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,csu_1,spider_2350,Easy,Report the name of all campuses in Los Angeles county .,SELECT campus FROM campuses WHERE county = 'Los Angeles',SELECT T1.Campus FROM Campuses AS T1 JOIN Enrollments AS T2 ON T1.Id = T2.Campus WHERE T1.County = 'Los Angeles',True,False,True,False,1.4865,49.5024,52.8,2401.1328,29.0,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,culture_company,spider_6970,Easy,How many book clubs are there ?,SELECT count(*) FROM book_club,SELECT COUNT(DISTINCT book_club_id) FROM book_club,True,True,True,True,0.6114,49.3249,55.6,2401.2305,29.0,42.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customer_complaints,spider_714,Easy,How many customers are there ?,SELECT count(*) FROM Customers,SELECT COUNT(DISTINCT customer_id) AS num_customers FROM Customers,True,True,True,True,0.5974,49.6626,51.2,2401.3477,29.0,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customer_deliveries,spider_711,Easy,Find the number of customers in total .,SELECT count(*) FROM Customers,SELECT COUNT(DISTINCT customer_id) AS total_customers FROM Customers;,True,True,True,True,0.7429,49.9957,54.6,2401.5508,29.0,52.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customers_and_addresses,spider_716,Easy,How many customers are there ?,SELECT count(*) FROM Customers,SELECT COUNT(DISTINCT customer_id) AS num_customers FROM Customers;,True,True,True,True,0.6473,49.6961,53.8,2401.6406,29.0,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customers_and_invoices,spider_675,Easy,Show the number of accounts .,SELECT count(*) FROM Accounts,SELECT COUNT(account_id) AS num_accounts FROM Accounts;,True,False,True,True,0.5555,48.9029,52.2,2401.7852,29.0,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customers_and_products_contacts,spider_4630,Medium,Show the product type codes which have at least two products .,SELECT Product_Type_Code FROM Products GROUP BY Product_Type_Code HAVING COUNT(*) >= 2,"SELECT DISTINCT T2.product_type_code 
FROM Customers AS T1 
JOIN Customer_Orders AS T3 ON T1.customer_id = T3.customer_id 
JOIN Order_Items AS T4 ON T3.order_id = T4.order_id 
JOIN Products AS T2 ON T4.product_id = T",True,False,False,False,2.7837,49.1248,79.3,2401.9609,29.0,52.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customers_campaigns_ecommerce,spider_4659,Easy,How many premises are there ?,SELECT count(*) FROM premises,SELECT COUNT(DISTINCT premise_id) FROM Premises,True,False,True,True,0.509,49.3926,52.3,2402.0898,29.0,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,customers_card_transactions,spider_673,Easy,How many accounts do we have ?,SELECT count(*) FROM Accounts,SELECT COUNT(account_id) AS num_accounts FROM Accounts;,True,False,True,True,0.6406,49.4235,54.2,2402.168,29.0,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,debate,spider_1521,Easy,How many debates are there ?,SELECT count(*) FROM debate,SELECT COUNT(*) FROM debate;,True,True,True,True,0.2796,48.8376,51.7,2402.2734,29.0,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,decoration_competition,spider_4519,Easy,How many members are there ?,SELECT count(*) FROM member,SELECT COUNT(Member_ID) AS Number_of_Members FROM member;,True,False,True,True,0.5672,50.5268,54.6,2402.3672,29.0,45.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,department_management,spider_0,Easy,How many heads of the departments are older than 56 ?,SELECT count(*) FROM head WHERE age > 56,"SELECT COUNT(head_ID) 
FROM head 
WHERE age > 56;",True,False,True,True,0.8219,49.673,54.2,2402.457,29.0,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,department_store,spider_4748,Easy,What are the ids of the top three products that were purchased in the largest amount ?,SELECT product_id FROM product_suppliers ORDER BY total_amount_purchased DESC LIMIT 3,"SELECT T1.product_id, SUM(T2.total_amount_purchased) AS total_purchase_amount
FROM Product_Suppliers AS T1
JOIN Product_Suppliers AS T2 ON T1.product_id = T2.product_id
GROUP BY T1.product_id
ORDER BY total_purchase_amount DESC
LIMIT 3",True,False,True,False,2.656,49.7327,54.3,2402.6406,29.1,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,device,spider_5083,Easy,How many devices are there ?,SELECT count(*) FROM device,SELECT COUNT(Device_ID) AS NumberOfDevices FROM device;,True,False,True,True,0.4969,48.5818,56.7,2402.7227,29.1,41.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,document_management,spider_4534,Easy,"Find the name and access counts of all documents , in alphabetic order of the document name .","SELECT document_name , access_count FROM documents ORDER BY document_name","SELECT 
    D.document_name, 
    D.access_count
FROM 
    Documents AS D
ORDER BY 
    D.document_name;",True,False,True,True,1.3433,49.6145,54.7,2402.875,29.1,48.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,dog_kennels,spider_9579,Extra Hard,Which states have both owners and professionals living there ?,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,"SELECT DISTINCT T2.state 
FROM Owners AS T1 
JOIN Professionals AS T3 ON T1.owner_id = T3.professional_id 
WHERE T1.state IS NOT NULL AND T3.state IS NOT NULL;",True,False,False,False,2.0777,49.0416,83.8,2403.082,29.1,32.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,dorm_1,spider_4289,Easy,How many students are there ?,SELECT count(*) FROM student,SELECT COUNT(*) FROM Student;,True,True,True,True,0.3457,49.5398,77.3,2403.1602,29.1,38.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,driving_school,spider_718,Easy,How many customers in total ?,SELECT count(*) FROM Customers,SELECT COUNT(DISTINCT customer_id) FROM Customers,True,True,True,True,0.4544,49.7927,54.2,2403.3242,29.1,49.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,e_government,spider_946,Easy,How many services are there ?,SELECT count(*) FROM services,SELECT COUNT(service_id) AS total_services FROM Services,True,False,True,True,0.4824,49.0227,54.9,2403.4336,29.1,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,e_learning,spider_3798,Easy,How many courses are there in total ?,SELECT count(*) FROM COURSES,SELECT COUNT(course_id) AS total_courses FROM Courses,True,False,True,True,0.4494,49.3167,51.6,2403.5391,29.1,48.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,election,spider_2758,Easy,How many counties are there in total ?,SELECT count(*) FROM county,SELECT COUNT(DISTINCT County_Id) AS Total_Counties FROM county,True,False,True,True,0.6063,49.7217,54.4,2403.6406,29.1,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,election_representative,spider_1203,Easy,How many elections are there ?,SELECT count(*) FROM election,SELECT COUNT(*) FROM election;,True,True,True,True,0.2873,49.2709,54.1,2403.7383,29.1,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,employee_hire_evaluation,spider_367,Easy,How many employees are there ?,SELECT count(*) FROM Employee,SELECT COUNT(*) FROM employee;,True,True,True,True,0.2923,50.1066,58.1,2403.8594,29.1,48.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,entertainment_awards,spider_4637,Easy,How many artworks are there ?,SELECT count(*) FROM artwork,SELECT COUNT(Artwork_ID) FROM artwork,True,False,True,True,0.3647,49.702,51.9,2403.957,29.1,50.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,entrepreneur,spider_2289,Easy,How many entrepreneurs are there ?,SELECT count(*) FROM entrepreneur,SELECT COUNT(*) FROM entrepreneur;,True,True,True,True,0.2872,49.2693,53.1,2404.0938,29.1,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,epinions_1,spider_1710,Easy,"Find the id of the item whose title is "" orange "" .",SELECT i_id FROM item WHERE title = 'orange',SELECT T1.i_id FROM item AS T1 INNER JOIN review AS T2 ON T1.i_id = T2.i_id WHERE T2.a_id IN (SELECT u_id FROM useracct) AND T1.title = 'orange',True,True,True,False,1.9371,49.6214,55.0,2404.2148,29.1,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,farm,spider_16,Easy,How many farms are there ?,SELECT count(*) FROM farm,SELECT COUNT(*) FROM farm,True,True,True,True,0.2375,48.9911,50.9,2404.3477,29.1,48.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,film_rank,spider_4147,Easy,How many film are there ?,SELECT count(*) FROM film,SELECT COUNT(*) FROM film;,True,True,True,True,0.3033,49.93,58.5,2404.4883,29.1,44.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,flight_1,spider_343,Easy,How many aircrafts do we have ?,SELECT count(*) FROM Aircraft,SELECT COUNT(aid) FROM aircraft,True,True,True,True,0.3181,49.2439,54.4,2404.6016,29.1,48.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,flight_2,spider_8848,Easy,"Which country does Airline "" JetBlue Airways "" belong to ?",SELECT Country FROM AIRLINES WHERE Airline = 'JetBlue Airways',SELECT T3.Country FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.Airline JOIN airports AS T3 ON T1.SourceAirport = T3.AirportCode WHERE T2.Abbreviation = 'JetBlue Airways',True,False,True,False,2.2146,50.029,53.0,2404.6953,29.1,46.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,flight_4,spider_6811,Easy,Find the name of the airport in the city of Goroka .,SELECT name FROM airports WHERE city = 'Goroka',SELECT T2.name FROM airports AS T1 JOIN routes AS T3 ON T1.apid = T3.src_apid JOIN airlines AS T4 ON T3.alid = T4.alid WHERE T1.city = 'Goroka',True,False,False,False,2.2116,49.0457,82.6,2405.3477,29.1,47.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,flight_company,spider_6376,Easy,How many flights have a velocity larger than 200 ?,SELECT count(*) FROM flight WHERE velocity > 200,"SELECT COUNT(*) 
FROM flight 
WHERE Velocity > 200;",True,False,True,True,0.7906,50.1088,54.3,2405.4922,29.1,45.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
Qwen2.5-1.5B,spider,formula_1,spider_2179,Easy,What is the name of the race held most recently ?,SELECT name FROM races ORDER BY date DESC LIMIT 1,SELECT T2.name FROM races AS T1 JOIN seasons AS T2 ON T1.year = T2.year ORDER BY T1.date DESC LIMIT 1,True,False,False,False,1.5304,49.8409,53.8,2406.0391,29.2,63.0,4281.875,15360.0,27.8768,1466.1237,3330.2,119.8,3451.13,3884.0,True,True
